ID,File_Name,Crop_Index,R_mean,G_mean,B_mean
M_327_3,M_327_3.mp4_sec_0014.jpg,10,32.6341,38.3237,186.7849
M_327_3,M_327_3.mp4_sec_0015.jpg,1,41.3511,46.3385,188.2454
M_327_3,M_327_3.mp4_sec_0015.jpg,2,33.7465,41.51,188.6282
M_327_3,M_327_3.mp4_sec_0015.jpg,3,32.2269,36.9394,186.6142
M_327_3,M_327_3.mp4_sec_0015.jpg,4,35.408,37.7169,190.4989
M_327_3,M_327_3.mp4_sec_0015.jpg,5,30.2846,33.5994,189.02
M_327_3,M_327_3.mp4_sec_0015.jpg,6,34.0569,38.6556,186.4309
M_327_3,M_327_3.mp4_sec_0015.jpg,7,28.2166,33.3673,186.6593
M_327_3,M_327_3.mp4_sec_0015.jpg,8,28.5514,33.6423,186.745
M_327_3,M_327_3.mp4_sec_0015.jpg,9,31.6127,37.7428,185.6837
M_327_3,M_327_3.mp4_sec_0015.jpg,10,34.4686,40.0185,185.2875
M_327_3,M_327_3.mp4_sec_0016.jpg,1,33.5498,40.4733,188.0115
M_327_3,M_327_3.mp4_sec_0016.jpg,2,33.3146,38.873,187.5382
M_327_3,M_327_3.mp4_sec_0016.jpg,3,32.6876,38.6818,186.6847
M_327_3,M_327_3.mp4_sec_0016.jpg,4,35.1501,41.1097,189.5065
M_327_3,M_327_3.mp4_sec_0016.jpg,5,32.5043,33.987,186.6652
M_327_3,M_327_3.mp4_sec_0016.jpg,6,50.2799,52.8983,187.8874
M_327_3,M_327_3.mp4_sec_0016.jpg,7,31.513,37.6746,185.6284
M_327_3,M_327_3.mp4_sec_0016.jpg,8,41.1797,45.8846,192.4625
M_327_3,M_327_3.mp4_sec_0016.jpg,9,35.9293,41.2648,190.741
M_327_3,M_327_3.mp4_sec_0016.jpg,10,31.5253,35.2027,187.1277
M_327_3,M_327_3.mp4_sec_0017.jpg,1,40.8571,45.8651,192.5397
M_327_3,M_327_3.mp4_sec_0017.jpg,2,29.4098,34.2713,188.469
M_327_3,M_327_3.mp4_sec_0017.jpg,3,44.1342,49.5895,191.1861
M_327_3,M_327_3.mp4_sec_0017.jpg,4,32.3867,34.3102,188.2013
M_327_3,M_327_3.mp4_sec_0017.jpg,5,34.0866,38.6623,188.4545
M_327_3,M_327_3.mp4_sec_0017.jpg,6,37.132,42.1371,191.9134
M_327_3,M_327_3.mp4_sec_0017.jpg,7,28.241,31.9019,187.899
M_327_3,M_327_3.mp4_sec_0017.jpg,8,32.3268,37.3571,187.0895
M_327_3,M_327_3.mp4_sec_0017.jpg,9,29.3802,35.1558,187.2821
M_327_3,M_327_3.mp4_sec_0017.jpg,10,35.2641,38.6573,188.7352
M_327_3,M_327_3.mp4_sec_0018.jpg,1,33.8911,36.8629,188.5772
M_327_3,M_327_3.mp4_sec_0018.jpg,2,32.0974,36.3939,186.886
M_327_3,M_327_3.mp4_sec_0018.jpg,3,49.4719,51.7446,186.7172
M_327_3,M_327_3.mp4_sec_0018.jpg,4,49.5094,51.917,186.4084
M_327_3,M_327_3.mp4_sec_0018.jpg,5,36.2294,41.3117,190.7785
M_327_3,M_327_3.mp4_sec_0018.jpg,6,28.1046,32.8593,186.8514
M_327_3,M_327_3.mp4_sec_0018.jpg,7,41.1789,44.9538,192.9444
M_327_3,M_327_3.mp4_sec_0018.jpg,8,49.3463,51.6263,187.7648
M_327_3,M_327_3.mp4_sec_0018.jpg,9,51.8405,54.9401,188.8716
M_327_3,M_327_3.mp4_sec_0018.jpg,10,30.7374,34.2446,189.4026
M_327_3,M_327_3.mp4_sec_0019.jpg,1,44.1876,48.7958,192.6659
M_327_3,M_327_3.mp4_sec_0019.jpg,2,28.7027,32.5765,186.8903
M_327_3,M_327_3.mp4_sec_0019.jpg,3,33.8918,39.1234,187.9776
M_327_3,M_327_3.mp4_sec_0019.jpg,4,33.2929,35.9473,187.5837
M_327_3,M_327_3.mp4_sec_0019.jpg,5,39.632,44.9206,189.4798
M_327_3,M_327_3.mp4_sec_0019.jpg,6,38.0339,44.1486,191.9827
M_327_3,M_327_3.mp4_sec_0019.jpg,7,28.8247,33.9185,186.6551
M_327_3,M_327_3.mp4_sec_0019.jpg,8,31.8831,35.5556,187.5296
M_327_3,M_327_3.mp4_sec_0019.jpg,9,31.4755,36.8009,185.6876
M_327_3,M_327_3.mp4_sec_0019.jpg,10,40.0548,45.7143,191.4286
M_327_3,M_327_3.mp4_sec_0020.jpg,1,29.8137,34.0273,187.357
M_327_3,M_327_3.mp4_sec_0020.jpg,2,28.1375,34.6511,187.9239
M_327_3,M_327_3.mp4_sec_0020.jpg,3,32.1885,36.6741,187.1567
M_327_3,M_327_3.mp4_sec_0020.jpg,4,29.8463,36.1803,188.6519
M_327_3,M_327_3.mp4_sec_0020.jpg,5,33.9653,37.6622,188.8692
M_327_3,M_327_3.mp4_sec_0020.jpg,6,29.5661,33.5033,188.2979
M_327_3,M_327_3.mp4_sec_0020.jpg,7,49.1981,52.0377,186.0421
M_327_3,M_327_3.mp4_sec_0020.jpg,8,32.7945,36.2062,187.2158
M_327_3,M_327_3.mp4_sec_0020.jpg,9,31.9187,36.4368,186.7687
M_327_3,M_327_3.mp4_sec_0020.jpg,10,48.963,51.1353,187.6061
M_327_3,M_327_3.mp4_sec_0021.jpg,1,31.601,37.8622,185.7345
M_327_3,M_327_3.mp4_sec_0021.jpg,2,34.9387,39.6183,189.0303
M_327_3,M_327_3.mp4_sec_0021.jpg,3,26.0007,31.6847,185.518
M_327_3,M_327_3.mp4_sec_0021.jpg,4,37.2172,41.5736,192.5094
M_327_3,M_327_3.mp4_sec_0021.jpg,5,37.5043,42.4603,190.715
M_327_3,M_327_3.mp4_sec_0021.jpg,6,28.9012,32.8709,188.6169
M_327_3,M_327_3.mp4_sec_0021.jpg,7,33.0231,38.088,187.5599
M_327_3,M_327_3.mp4_sec_0021.jpg,8,31.7056,34.9711,186.6861
M_327_3,M_327_3.mp4_sec_0021.jpg,9,32.5231,36.9437,187.2179
M_327_3,M_327_3.mp4_sec_0021.jpg,10,49.0981,53.5123,191.3802
M_327_3,M_327_3.mp4_sec_0022.jpg,1,44.7367,51.0729,191.4993
M_327_3,M_327_3.mp4_sec_0022.jpg,2,30.36,34.9228,187.1667
M_327_3,M_327_3.mp4_sec_0022.jpg,3,40.6905,46.5014,189.5642
M_327_3,M_327_3.mp4_sec_0022.jpg,4,29.3045,36.0765,188.3434
M_327_3,M_327_3.mp4_sec_0022.jpg,5,29.5916,32.4062,187.8189
M_327_3,M_327_3.mp4_sec_0022.jpg,6,29.8911,32.4329,188.4163
M_327_3,M_327_3.mp4_sec_0022.jpg,7,33.7843,40.0714,188.1392
M_327_3,M_327_3.mp4_sec_0022.jpg,8,32.6847,37.9372,187.2179
M_327_3,M_327_3.mp4_sec_0022.jpg,9,31.9019,37.6046,186.1753
M_327_3,M_327_3.mp4_sec_0022.jpg,10,36.2929,37.8203,190.7049
M_327_3,M_327_3.mp4_sec_0023.jpg,1,28.4501,34.6792,186.4885
M_327_3,M_327_3.mp4_sec_0023.jpg,2,32.8204,36.1412,187.2239
M_327_3,M_327_3.mp4_sec_0023.jpg,3,33.3732,39.0436,187.5358
M_327_3,M_327_3.mp4_sec_0023.jpg,4,28.5972,33.779,187.6674
M_327_3,M_327_3.mp4_sec_0023.jpg,5,29.1375,32.0414,187.6911
M_327_3,M_327_3.mp4_sec_0023.jpg,6,38.2173,44.0111,188.7524
M_327_3,M_327_3.mp4_sec_0023.jpg,7,28.2055,34.3149,186.575
M_327_3,M_327_3.mp4_sec_0023.jpg,8,34.2328,37.7458,189.1345
M_327_3,M_327_3.mp4_sec_0023.jpg,9,32.2424,36.7894,186.9778
M_327_3,M_327_3.mp4_sec_0023.jpg,10,33.2794,39.6741,187.4767
M_327_3,M_327_3.mp4_sec_0024.jpg,1,32.051,35.8293,186.8788
M_327_3,M_327_3.mp4_sec_0024.jpg,2,28.5565,31.0776,186.9808
M_327_3,M_327_3.mp4_sec_0024.jpg,3,31.3326,38.3585,185.847
M_327_3,M_327_3.mp4_sec_0024.jpg,4,30.7443,36.4213,188.5684
M_327_3,M_327_3.mp4_sec_0024.jpg,5,36.2831,40.3703,189.6844
M_327_3,M_327_3.mp4_sec_0024.jpg,6,27.5115,32.6792,186.68
M_327_3,M_327_3.mp4_sec_0024.jpg,7,31.833,38.1981,186.0865
M_327_3,M_327_3.mp4_sec_0024.jpg,8,31.4922,34.3622,187.8174
M_327_3,M_327_3.mp4_sec_0024.jpg,9,32.2158,37.5721,189.4982
M_327_3,M_327_3.mp4_sec_0024.jpg,10,44.8248,48.4169,185.9815
M_327_3,M_327_3.mp4_sec_0025.jpg,1,49.4473,51.596,187.798
M_327_3,M_327_3.mp4_sec_0025.jpg,2,26.8153,33.3247,186.4286
M_327_3,M_327_3.mp4_sec_0025.jpg,3,29.1313,33.0058,187.0563
M_327_3,M_327_3.mp4_sec_0025.jpg,4,44.5794,49.5931,193.9444
M_327_3,M_327_3.mp4_sec_0025.jpg,5,30.4841,33.6356,187.4697
M_327_3,M_327_3.mp4_sec_0025.jpg,6,44.7431,49.7814,190.0253
M_327_3,M_327_3.mp4_sec_0025.jpg,7,32.1407,36.6587,186.8838
M_327_3,M_327_3.mp4_sec_0025.jpg,8,37.1501,42.1732,191.8442
M_327_3,M_327_3.mp4_sec_0025.jpg,9,32.2222,36.2482,187.202
M_327_3,M_327_3.mp4_sec_0025.jpg,10,29.0289,31.8312,188.2316
M_327_3,M_327_3.mp4_sec_0026.jpg,1,48.8759,51.7431,186.8514
M_327_3,M_327_3.mp4_sec_0026.jpg,2,32.9293,34.5642,188.1775
M_327_3,M_327_3.mp4_sec_0026.jpg,3,27.3867,33.1688,186.6421
M_327_3,M_327_3.mp4_sec_0026.jpg,4,32.1356,38.1356,186.1356
M_327_3,M_327_3.mp4_sec_0026.jpg,5,31.6724,37.6724,185.6724
M_327_3,M_327_3.mp4_sec_0026.jpg,6,33.083,37.1443,187.9098
M_327_3,M_327_3.mp4_sec_0026.jpg,7,32.9618,34.2561,187.6328
M_327_3,M_327_3.mp4_sec_0026.jpg,8,32.4906,38.4906,186.4906
M_327_3,M_327_3.mp4_sec_0026.jpg,9,31.2597,37.2027,185.1392
M_327_3,M_327_3.mp4_sec_0026.jpg,10,38.8398,43.8874,188.8391
M_327_3,M_327_3.mp4_sec_0027.jpg,1,37.0094,40.6905,191.6068
M_327_3,M_327_3.mp4_sec_0027.jpg,2,28.132,35.0483,187.8175
M_327_3,M_327_3.mp4_sec_0027.jpg,3,28.2713,34.816,187.2367
M_327_3,M_327_3.mp4_sec_0027.jpg,4,31.5628,36.8355,185.9567
M_327_3,M_327_3.mp4_sec_0027.jpg,5,41.1291,46.3593,192.1999
M_327_3,M_327_3.mp4_sec_0027.jpg,6,27.013,33.5556,186.9286
M_327_3,M_327_3.mp4_sec_0027.jpg,7,47.303,49.6919,187.2482
M_327_3,M_327_3.mp4_sec_0027.jpg,8,41.2193,45.8939,193.6724
M_327_3,M_327_3.mp4_sec_0027.jpg,9,30.246,34.4026,188.8247
M_327_3,M_327_3.mp4_sec_0027.jpg,10,32.0447,34.9964,187.1638
M_327_3,M_327_3.mp4_sec_0028.jpg,1,28.8507,33.6157,187.8633
M_327_3,M_327_3.mp4_sec_0028.jpg,2,32.8618,38.7509,186.1981
M_327_3,M_327_3.mp4_sec_0028.jpg,3,40.0318,46.0288,189.6393
M_327_3,M_327_3.mp4_sec_0028.jpg,4,33.2979,38.2188,187.0148
M_327_3,M_327_3.mp4_sec_0028.jpg,5,30.6659,36.0251,186.9845
M_327_3,M_327_3.mp4_sec_0028.jpg,6,31.031,35.9379,186.068
M_327_3,M_327_3.mp4_sec_0028.jpg,7,49.4353,54.9874,193.1936
M_327_3,M_327_3.mp4_sec_0028.jpg,8,29.1493,33.3917,188.6024
M_327_3,M_327_3.mp4_sec_0028.jpg,9,31.7931,37.3969,185.9845
M_327_3,M_327_3.mp4_sec_0028.jpg,10,33.0044,37.6674,187.6378
M_327_3,M_327_3.mp4_sec_0029.jpg,1,33.9632,35.5505,188.9661
M_327_3,M_327_3.mp4_sec_0029.jpg,2,37.8434,40.974,189.3911
M_327_3,M_327_3.mp4_sec_0029.jpg,3,31.7828,34.2532,188.5022
M_327_3,M_327_3.mp4_sec_0029.jpg,4,31.4957,37.689,185.5924
M_327_3,M_327_3.mp4_sec_0029.jpg,5,35.4971,42.0469,187.7864
M_327_3,M_327_3.mp4_sec_0029.jpg,6,48.676,52.9004,190.7193
M_327_3,M_327_3.mp4_sec_0029.jpg,7,35.8427,40.8016,190.8355
M_327_3,M_327_3.mp4_sec_0029.jpg,8,35.9986,39.1696,191.7114
M_327_3,M_327_3.mp4_sec_0029.jpg,9,28.7915,33.5967,187.9596
M_327_3,M_327_3.mp4_sec_0029.jpg,10,32.0361,38.0224,186.0014
M_327_3,M_327_3.mp4_sec_0030.jpg,1,40.9913,46.847,189.7727
M_327_3,M_327_3.mp4_sec_0030.jpg,2,32.8326,35.746,187.3975
M_327_3,M_327_3.mp4_sec_0030.jpg,3,28.4473,33.4733,187.4315
M_327_3,M_327_3.mp4_sec_0030.jpg,4,33.4221,37.5779,188.1147
M_327_3,M_327_3.mp4_sec_0030.jpg,5,28.1039,35.0714,187.1385
M_327_3,M_327_3.mp4_sec_0030.jpg,6,51.5909,55.1797,190.3088
M_327_3,M_327_3.mp4_sec_0030.jpg,7,32.21,38.0296,189.7316
M_327_3,M_327_3.mp4_sec_0030.jpg,8,41.8557,47.3326,191.3405
M_327_3,M_327_3.mp4_sec_0030.jpg,9,32.6291,38.6696,186.6955
M_327_3,M_327_3.mp4_sec_0030.jpg,10,27.0808,33.5426,187.1241
M_3336_1,M_3336_1.mp4_sec_0000.jpg,1,27.0744,62.0744,192.0744
M_3336_1,M_3336_1.mp4_sec_0000.jpg,2,28.1726,61.869,193.1384
M_3336_1,M_3336_1.mp4_sec_0000.jpg,3,26.6629,61.6629,191.6629
M_3336_1,M_3336_1.mp4_sec_0000.jpg,4,26.8088,61.8088,191.8088
M_3336_1,M_3336_1.mp4_sec_0000.jpg,5,26.535,61.3192,191.9516
M_3336_1,M_3336_1.mp4_sec_0000.jpg,6,30.8155,65.5045,191.1815
M_3336_1,M_3336_1.mp4_sec_0000.jpg,7,32.4055,67.3943,193.4338
M_3336_1,M_3336_1.mp4_sec_0000.jpg,8,28.933,63.6071,192.6726
M_3336_1,M_3336_1.mp4_sec_0000.jpg,9,26.0915,60.3103,192.66
M_3336_1,M_3336_1.mp4_sec_0000.jpg,10,30.8162,65.8006,189.7113
M_3336_1,M_3336_1.mp4_sec_0001.jpg,1,26.4658,61.2165,191.9196
M_3336_1,M_3336_1.mp4_sec_0001.jpg,2,34.468,69.3936,192.8757
M_3336_1,M_3336_1.mp4_sec_0001.jpg,3,41.4479,72.7708,190.4539
M_3336_1,M_3336_1.mp4_sec_0001.jpg,4,41.6927,74.8817,195.9621
M_3336_1,M_3336_1.mp4_sec_0001.jpg,5,27.8579,62.401,193.7835
M_3336_1,M_3336_1.mp4_sec_0001.jpg,6,27.1711,61.9807,192.0759
M_3336_1,M_3336_1.mp4_sec_0001.jpg,7,34.8646,70.6815,193.6079
M_3336_1,M_3336_1.mp4_sec_0001.jpg,8,28.3266,61.3036,192.3557
M_3336_1,M_3336_1.mp4_sec_0001.jpg,9,32.468,63.1749,192.494
M_3336_1,M_3336_1.mp4_sec_0001.jpg,10,42.093,74.3765,193.4062
M_3336_1,M_3336_1.mp4_sec_0002.jpg,1,31.6912,63.8772,192.9546
M_3336_1,M_3336_1.mp4_sec_0002.jpg,2,27.218,61.1161,194.1101
M_3336_1,M_3336_1.mp4_sec_0002.jpg,3,26.5469,60.067,192.5588
M_3336_1,M_3336_1.mp4_sec_0002.jpg,4,27.7708,62.506,192.2693
M_3336_1,M_3336_1.mp4_sec_0002.jpg,5,31.9613,66.5186,193.2768
M_3336_1,M_3336_1.mp4_sec_0002.jpg,6,26.2321,61.0365,191.6354
M_3336_1,M_3336_1.mp4_sec_0002.jpg,7,27.0,62.0,191.9583
M_3336_1,M_3336_1.mp4_sec_0002.jpg,8,27.8683,62.2865,194.0022
M_3336_1,M_3336_1.mp4_sec_0002.jpg,9,26.7448,60.6101,192.4494
M_3336_1,M_3336_1.mp4_sec_0002.jpg,10,28.442,63.3668,192.5097
M_3336_1,M_3336_1.mp4_sec_0003.jpg,1,39.0967,69.2961,189.9211
M_3336_1,M_3336_1.mp4_sec_0003.jpg,2,29.2604,64.9993,193.6622
M_3336_1,M_3336_1.mp4_sec_0003.jpg,3,28.0365,62.1719,194.7671
M_3336_1,M_3336_1.mp4_sec_0003.jpg,4,26.4568,61.2917,191.7872
M_3336_1,M_3336_1.mp4_sec_0003.jpg,5,28.0967,62.2366,194.8438
M_3336_1,M_3336_1.mp4_sec_0003.jpg,6,38.4241,68.5677,189.7374
M_3336_1,M_3336_1.mp4_sec_0003.jpg,7,27.6704,62.0722,193.5484
M_3336_1,M_3336_1.mp4_sec_0003.jpg,8,27.1592,62.1116,192.1116
M_3336_1,M_3336_1.mp4_sec_0003.jpg,9,26.6793,61.0558,192.9323
M_3336_1,M_3336_1.mp4_sec_0003.jpg,10,26.2009,60.6019,192.4018
M_3336_1,M_3336_1.mp4_sec_0004.jpg,1,28.939,63.3549,192.3765
M_3336_1,M_3336_1.mp4_sec_0004.jpg,2,26.9442,61.9442,191.9442
M_3336_1,M_3336_1.mp4_sec_0004.jpg,3,26.4092,61.4092,191.4092
M_3336_1,M_3336_1.mp4_sec_0004.jpg,4,36.2493,69.3564,190.6548
M_3336_1,M_3336_1.mp4_sec_0004.jpg,5,31.7902,65.372,193.9732
M_3336_1,M_3336_1.mp4_sec_0004.jpg,6,31.2976,66.2969,192.9315
M_3336_1,M_3336_1.mp4_sec_0004.jpg,7,37.4963,70.1429,191.1771
M_3336_1,M_3336_1.mp4_sec_0004.jpg,8,40.5975,71.5781,189.1689
M_3336_1,M_3336_1.mp4_sec_0004.jpg,9,25.9963,61.4501,193.247
M_3336_1,M_3336_1.mp4_sec_0004.jpg,10,27.3393,61.4435,191.8869
M_3336_1,M_3336_1.mp4_sec_0005.jpg,1,26.9568,65.5223,196.3616
M_3336_1,M_3336_1.mp4_sec_0005.jpg,2,34.1555,68.2679,194.0632
M_3336_1,M_3336_1.mp4_sec_0005.jpg,3,29.5104,60.9174,192.058
M_3336_1,M_3336_1.mp4_sec_0005.jpg,4,27.5201,61.7478,192.4271
M_3336_1,M_3336_1.mp4_sec_0005.jpg,5,26.5677,60.3661,191.9472
M_3336_1,M_3336_1.mp4_sec_0005.jpg,6,26.5365,61.1079,192.0811
M_3336_1,M_3336_1.mp4_sec_0005.jpg,7,26.1324,60.1057,192.2307
M_3336_1,M_3336_1.mp4_sec_0005.jpg,8,26.5275,61.5275,191.5275
M_3336_1,M_3336_1.mp4_sec_0005.jpg,9,26.3996,61.2001,191.3162
M_3336_1,M_3336_1.mp4_sec_0005.jpg,10,32.3609,66.9635,195.3609
M_3336_1,M_3336_1.mp4_sec_0006.jpg,1,27.8356,61.8757,194.776
M_3336_1,M_3336_1.mp4_sec_0006.jpg,2,26.1667,61.1667,191.1667
M_3336_1,M_3336_1.mp4_sec_0006.jpg,3,39.5551,70.1726,188.8839
M_3336_1,M_3336_1.mp4_sec_0006.jpg,4,25.9598,60.3571,192.1682
M_3336_1,M_3336_1.mp4_sec_0006.jpg,5,28.1369,65.5015,197.0484
M_3336_1,M_3336_1.mp4_sec_0006.jpg,6,27.1161,61.9836,192.381
M_3336_1,M_3336_1.mp4_sec_0006.jpg,7,30.3787,65.7924,191.3177
M_3336_1,M_3336_1.mp4_sec_0006.jpg,8,36.4263,71.8296,194.1094
M_3336_1,M_3336_1.mp4_sec_0006.jpg,9,41.3333,74.2656,194.9799
M_3336_1,M_3336_1.mp4_sec_0006.jpg,10,28.8125,61.0796,191.9598
M_3336_1,M_3336_1.mp4_sec_0007.jpg,1,27.4449,61.7135,193.8378
M_3336_1,M_3336_1.mp4_sec_0007.jpg,2,28.2202,65.6503,197.3058
M_3336_1,M_3336_1.mp4_sec_0007.jpg,3,30.6942,64.0015,192.4055
M_3336_1,M_3336_1.mp4_sec_0007.jpg,4,28.3214,61.5707,192.4115
M_3336_1,M_3336_1.mp4_sec_0007.jpg,5,26.8304,61.7693,191.8214
M_3336_1,M_3336_1.mp4_sec_0007.jpg,6,31.6719,65.8088,192.9196
M_3336_1,M_3336_1.mp4_sec_0007.jpg,7,27.0945,62.6555,194.7269
M_3336_1,M_3336_1.mp4_sec_0007.jpg,8,28.4829,64.151,196.4345
M_3336_1,M_3336_1.mp4_sec_0007.jpg,9,26.5744,61.4107,191.9018
M_3336_1,M_3336_1.mp4_sec_0007.jpg,10,27.5759,61.5565,190.6689
M_3336_1,M_3336_1.mp4_sec_0008.jpg,1,28.4018,62.8564,193.965
M_3336_1,M_3336_1.mp4_sec_0008.jpg,2,30.7582,64.4725,193.7054
M_3336_1,M_3336_1.mp4_sec_0008.jpg,3,27.1912,61.9115,192.0513
M_3336_1,M_3336_1.mp4_sec_0008.jpg,4,29.1525,64.5513,189.9025
M_3336_1,M_3336_1.mp4_sec_0008.jpg,5,26.5737,61.1562,193.9345
M_3336_1,M_3336_1.mp4_sec_0008.jpg,6,27.4464,61.9814,193.0499
M_3336_1,M_3336_1.mp4_sec_0008.jpg,7,44.9524,77.2173,192.8423
M_3336_1,M_3336_1.mp4_sec_0008.jpg,8,32.0841,63.6815,192.0015
M_3336_1,M_3336_1.mp4_sec_0008.jpg,9,27.7783,60.7515,191.7046
M_3336_1,M_3336_1.mp4_sec_0008.jpg,10,27.8988,62.9092,191.2054
M_3336_1,M_3336_1.mp4_sec_0009.jpg,1,26.0751,60.8311,191.0201
M_3336_1,M_3336_1.mp4_sec_0009.jpg,2,44.1458,76.4695,194.2693
M_3336_1,M_3336_1.mp4_sec_0009.jpg,3,28.8475,63.8966,191.4814
M_3336_1,M_3336_1.mp4_sec_0009.jpg,4,26.5216,61.2597,191.5811
M_3336_1,M_3336_1.mp4_sec_0009.jpg,5,26.6741,61.6741,191.6741
M_3336_1,M_3336_1.mp4_sec_0009.jpg,6,28.875,63.8393,192.1868
M_3336_1,M_3336_1.mp4_sec_0009.jpg,7,28.5506,65.2254,196.2656
M_3336_1,M_3336_1.mp4_sec_0009.jpg,8,26.9077,61.1994,193.2961
M_3336_1,M_3336_1.mp4_sec_0009.jpg,9,39.5268,69.8973,188.654
M_3336_1,M_3336_1.mp4_sec_0009.jpg,10,26.7671,59.9308,190.843
M_3336_1,M_3336_1.mp4_sec_0010.jpg,1,29.5424,63.2723,193.442
M_3336_1,M_3336_1.mp4_sec_0010.jpg,2,26.3824,60.9182,192.2753
M_3336_1,M_3336_1.mp4_sec_0010.jpg,3,35.933,69.7649,194.7381
M_3336_1,M_3336_1.mp4_sec_0010.jpg,4,44.279,76.9204,192.0149
M_3336_1,M_3336_1.mp4_sec_0010.jpg,5,27.6339,62.2872,193.2917
M_3336_1,M_3336_1.mp4_sec_0010.jpg,6,29.7009,64.5417,193.2954
M_3336_1,M_3336_1.mp4_sec_0010.jpg,7,41.6704,72.3943,189.6808
M_3336_1,M_3336_1.mp4_sec_0010.jpg,8,26.7433,61.2284,192.7582
M_3336_1,M_3336_1.mp4_sec_0010.jpg,9,26.4881,61.4881,191.4821
M_3336_1,M_3336_1.mp4_sec_0010.jpg,10,32.2024,65.9583,194.3571
M_3336_1,M_3336_1.mp4_sec_0011.jpg,1,26.2619,61.0558,191.6622
M_3336_1,M_3336_1.mp4_sec_0011.jpg,2,41.6823,72.1466,190.6168
M_3336_1,M_3336_1.mp4_sec_0011.jpg,3,26.779,61.779,191.779
M_3336_1,M_3336_1.mp4_sec_0011.jpg,4,26.4457,61.4353,191.4643
M_3336_1,M_3336_1.mp4_sec_0011.jpg,5,41.5595,72.2857,190.1354
M_3336_1,M_3336_1.mp4_sec_0011.jpg,6,26.3772,61.5141,191.7374
M_3336_1,M_3336_1.mp4_sec_0011.jpg,7,27.0327,60.8274,191.4807
M_3336_1,M_3336_1.mp4_sec_0011.jpg,8,27.6466,61.8371,191.0223
M_3336_1,M_3336_1.mp4_sec_0011.jpg,9,33.3467,68.8214,195.474
M_3336_1,M_3336_1.mp4_sec_0011.jpg,10,45.1674,76.5982,193.0193
M_3336_1,M_3336_1.mp4_sec_0012.jpg,1,26.1667,61.0655,191.3661
M_3336_1,M_3336_1.mp4_sec_0012.jpg,2,26.5737,60.4204,192.5781
M_3336_1,M_3336_1.mp4_sec_0012.jpg,3,26.8601,61.8601,191.8601
M_3336_1,M_3336_1.mp4_sec_0012.jpg,4,26.0015,60.9747,191.0618
M_3336_1,M_3336_1.mp4_sec_0012.jpg,5,26.0446,60.8214,191.2485
M_3336_1,M_3336_1.mp4_sec_0012.jpg,6,26.4501,61.2478,191.8118
M_3336_1,M_3336_1.mp4_sec_0012.jpg,7,26.75,61.4911,191.6176
M_3336_1,M_3336_1.mp4_sec_0012.jpg,8,26.6458,61.628,191.6815
M_3336_1,M_3336_1.mp4_sec_0012.jpg,9,27.0662,61.7612,192.0461
M_3336_1,M_3336_1.mp4_sec_0012.jpg,10,39.7619,71.3705,189.8028
M_3336_1,M_3336_1.mp4_sec_0013.jpg,1,28.654,63.9554,189.9033
M_3336_1,M_3336_1.mp4_sec_0013.jpg,2,27.378,61.5952,191.9851
M_3336_1,M_3336_1.mp4_sec_0013.jpg,3,27.6213,62.6585,190.596
M_3336_1,M_3336_1.mp4_sec_0013.jpg,4,43.1994,75.7708,193.2009
M_3336_1,M_3336_1.mp4_sec_0013.jpg,5,28.0774,62.3348,192.1548
M_3336_1,M_3336_1.mp4_sec_0013.jpg,6,31.3534,66.5595,195.7537
M_3336_1,M_3336_1.mp4_sec_0013.jpg,7,29.4903,62.6116,191.0841
M_3336_1,M_3336_1.mp4_sec_0013.jpg,8,42.6853,75.7351,195.003
M_3336_1,M_3336_1.mp4_sec_0013.jpg,9,27.6012,62.3423,193.0089
M_3336_1,M_3336_1.mp4_sec_0013.jpg,10,27.9963,63.9591,195.0811
M_3336_1,M_3336_1.mp4_sec_0014.jpg,1,39.5045,69.7143,189.0848
M_3336_1,M_3336_1.mp4_sec_0014.jpg,2,30.1652,61.8884,191.7098
M_3336_1,M_3336_1.mp4_sec_0014.jpg,3,26.0923,61.0625,191.1295
M_3336_1,M_3336_1.mp4_sec_0014.jpg,4,44.311,76.5923,192.7902
M_3336_1,M_3336_1.mp4_sec_0014.jpg,5,26.6176,61.5796,191.6518
M_3336_1,M_3336_1.mp4_sec_0014.jpg,6,25.1667,62.5,193.7046
M_3336_1,M_3336_1.mp4_sec_0014.jpg,7,34.1295,68.5655,191.5409
M_3336_1,M_3336_1.mp4_sec_0014.jpg,8,34.7999,70.7016,192.8802
M_3336_1,M_3336_1.mp4_sec_0014.jpg,9,26.1354,60.0484,193.0484
M_3336_1,M_3336_1.mp4_sec_0014.jpg,10,24.6131,62.2009,193.7463
M_3336_1,M_3336_1.mp4_sec_0015.jpg,1,33.7664,63.3787,191.6972
M_3336_1,M_3336_1.mp4_sec_0015.jpg,2,25.875,62.468,192.9196
M_3336_1,M_3336_1.mp4_sec_0015.jpg,3,27.3847,61.561,191.378
M_3336_1,M_3336_1.mp4_sec_0015.jpg,4,26.9338,59.9725,190.3043
M_3336_1,M_3336_1.mp4_sec_0015.jpg,5,33.9963,69.0246,195.0074
M_3336_1,M_3336_1.mp4_sec_0015.jpg,6,40.1042,70.311,189.6689
M_3336_1,M_3336_1.mp4_sec_0015.jpg,7,27.2939,62.0856,192.1927
M_3336_1,M_3336_1.mp4_sec_0015.jpg,8,27.5089,61.8787,192.1905
